,Latitude,Longitude,crime,Bathrooms,SQFT,Price,energySiteEUI
598,42.366222,-71.055275,10,1.0,600,2400.0,72.9
599,42.367256,-71.05389,3,1.0,610,2500.0,155.5
600,42.36393,-71.05611,13,2.0,,2700.0,161.1
601,42.36711,-71.0547,3,1.0,,1800.0,155.5
602,42.366028,-71.05615,10,1.0,600,1900.0,72.9
603,42.367817,-71.056595,3,1.0,550,2200.0,4.2
604,42.364025,-71.05746,13,1.0,550,2050.0,161.1
605,42.364086,-71.05711,13,1.0,700,1975.0,161.1
606,42.365986,-71.05661,10,1.0,750,2700.0,72.9
607,42.366222,-71.05308,14,1.0,650,1800.0,372.3
608,42.36503,-71.057144,10,1.0,,1850.0,72.9
609,42.36459,-71.05253,14,1.0,,3825.0,372.3
610,42.366222,-71.05308,14,1.0,,1950.0,372.3
611,42.36341,-71.0551,13,2.0,,4000.0,161.1
612,42.365986,-71.05661,10,1.0,750,2700.0,72.9
613,42.36684,-71.05354,3,1.0,,3000.0,155.5
614,42.363155,-71.05537,13,1.0,,3900.0,161.1
615,42.36316,-71.05536,13,1.0,,2750.0,161.1
616,42.366573,-71.055565,10,1.0,,2700.0,72.9
617,42.364887,-71.05565,10,1.0,1150,3500.0,72.9
618,42.366516,-71.05593,10,1.0,,1475.0,72.9
619,42.3641,-71.05589,13,1.0,,2600.0,161.1
620,42.363155,-71.05537,13,1.0,,3900.0,161.1
621,42.367256,-71.05389,3,1.0,610,2500.0,155.5
622,42.3657,-71.05212,2,2.0,,3200.0,326.1
623,42.36633,-71.05534,10,1.0,,4000.0,72.9
624,42.366947,-71.054794,3,1.0,,1990.0,155.5
625,42.36393,-71.05611,13,2.0,,2675.0,161.1
626,42.36393,-71.05611,13,2.0,,2700.0,161.1
627,42.36709,-71.05464,3,1.0,800,2000.0,155.5
628,42.365887,-71.05266,14,1.5,,5200.0,372.3
629,42.365437,-71.05551,10,1.0,,1400.0,72.9
630,42.366768,-71.05404,3,1.0,650,2000.0,155.5
631,42.36633,-71.05534,10,1.0,,2350.0,72.9
632,42.366783,-71.05415,3,1.0,505,2000.0,155.5
633,42.365765,-71.05586,10,1.0,,2000.0,72.9
634,42.36748,-71.054405,3,1.0,400,1700.0,155.5
635,42.3641,-71.05589,13,1.0,,2600.0,161.1
636,42.367455,-71.05472,3,1.0,,1700.0,155.5
637,42.365868,-71.05163,2,2.0,,2800.0,326.1
638,42.36487,-71.05591,10,1.0,,2800.0,72.9
639,42.365257,-71.051994,2,1.0,,2600.0,326.1
640,42.36561,-71.057236,10,1.0,,3200.0,72.9
641,42.364716,-71.05593,10,1.0,,2800.0,72.9
642,42.36561,-71.057236,10,1.0,,2400.0,72.9
643,42.36547,-71.05492,10,1.0,,2000.0,72.9
645,42.3657,-71.05212,2,2.0,1000,3350.0,326.1
646,42.364235,-71.05576,13,2.0,800,3250.0,161.1
647,42.365284,-71.056366,10,1.0,635,2039.0,72.9
648,42.364384,-71.05265,14,1.0,550,2100.0,188.3
649,42.365124,-71.057236,10,1.0,,3000.0,72.9
650,42.366135,-71.05568,10,1.0,,2000.0,72.9
651,42.36457,-71.057,10,1.0,,2500.0,72.9
652,42.36561,-71.057236,10,1.0,,3800.0,72.9
654,42.365475,-71.05468,14,1.0,,3400.0,372.3
655,42.36638,-71.05396,14,1.0,265,2000.0,372.3
656,42.366222,-71.05308,14,1.0,450,1950.0,372.3
657,42.36633,-71.05534,10,1.0,781,4000.0,72.9
658,42.36485,-71.05323,14,1.0,,3200.0,372.3
659,42.36429,-71.05653,13,1.0,500,2400.0,161.1
660,42.3656,-71.05486,14,1.0,,1950.0,372.3
661,42.367146,-71.05299,3,1.0,,1875.0,155.5
662,42.363293,-71.054085,14,1.0,,2650.0,188.3
664,42.366222,-71.05308,14,1.0,,1950.0,372.3
665,42.36633,-71.05534,10,1.0,,4000.0,72.9
666,42.365868,-71.05163,2,2.0,,2800.0,326.1
668,42.366714,-71.054695,3,1.0,520,2300.0,155.5
669,42.365826,-71.05624,10,1.0,700,2650.0,72.9
670,42.36503,-71.057144,10,1.0,,1850.0,72.9
671,42.36462,-71.05572,10,1.0,,2800.0,72.9
672,42.363922,-71.05469,14,1.0,,1750.0,188.3
673,42.36633,-71.05534,10,1.0,950,4000.0,72.9
674,42.366493,-71.052925,14,1.5,,5200.0,372.3
675,42.36482,-71.05509,10,1.0,,1600.0,72.9
676,42.365135,-71.05195,2,1.0,500,1950.0,326.1
677,42.364357,-71.056,13,1.0,600,2040.0,161.1
678,42.36728,-71.05659,3,1.0,610,2040.0,4.2
679,42.365597,-71.05639,10,1.5,610,2000.0,72.9
680,42.366516,-71.05593,10,1.0,,1600.0,72.9
681,42.36316,-71.05536,13,1.0,,2750.0,161.1
682,42.36341,-71.0551,13,2.0,,4000.0,161.1
683,42.365944,-71.05444,14,1.0,,1450.0,372.3
684,42.367096,-71.05303,3,1.0,,2050.0,155.5
685,42.36668,-71.05579,3,1.0,,1600.0,4.2
686,42.3675,-71.05484,3,1.0,,1700.0,155.5
687,42.36743,-71.05479,3,1.0,,1800.0,155.5
688,42.363155,-71.05537,13,1.0,,3900.0,161.1
689,42.36462,-71.05572,10,1.0,850,2950.0,72.9
690,42.364456,-71.054985,10,1.0,875,3600.0,72.9
692,42.36375,-71.05312,14,1.0,800,2100.0,188.3
693,42.366215,-71.057625,3,1.0,,2000.0,409.3
694,42.366604,-71.05335,14,1.0,,1950.0,372.3
695,42.36679,-71.05627,3,1.0,431,1975.0,4.2
696,42.36457,-71.05658,10,1.0,,2040.0,72.9
697,42.366783,-71.05415,3,1.0,500,1900.0,155.5
698,42.36743,-71.05479,3,1.0,,1600.0,155.5
699,42.366043,-71.05455,14,1.0,,1450.0,372.3
700,42.364887,-71.05605,10,1.0,,3100.0,72.9
701,42.366776,-71.05785,2,1.0,693,2600.0,142.8
702,42.365124,-71.057236,10,1.0,,3300.0,72.9
703,42.363293,-71.054085,14,1.0,660,1950.0,188.3
704,42.365303,-71.05445,14,1.0,,3600.0,372.3
705,42.3627,-71.0553,13,1.0,,2600.0,161.1
706,42.363598,-71.05603,13,1.0,,1650.0,161.1
707,42.363155,-71.05537,13,1.0,550,2200.0,161.1
708,42.365124,-71.057236,10,1.0,,3300.0,72.9
709,42.36561,-71.057236,10,1.0,,2400.0,72.9
710,42.36417,-71.057106,13,2.0,,2300.0,161.1
711,42.36459,-71.05253,14,1.0,,3825.0,372.3
712,42.364872,-71.057175,10,,,1000.0,72.9
713,42.366783,-71.05415,3,1.0,,2000.0,155.5
714,42.3673,-71.0545,3,1.0,,2200.0,155.5
715,42.36633,-71.05534,10,1.0,,4000.0,72.9
716,42.36341,-71.0551,13,2.0,1200,4000.0,161.1
717,42.366135,-71.05568,10,1.0,,1600.0,72.9
718,42.36459,-71.05253,14,1.0,,3825.0,372.3
719,42.365868,-71.05163,2,2.0,,2800.0,326.1
720,42.366222,-71.05308,14,1.0,,1800.0,372.3
721,42.364346,-71.05644,13,1.0,,2700.0,161.1
722,42.3654,-71.05516,10,1.0,,1900.0,72.9
723,42.363155,-71.05537,13,1.0,,3900.0,161.1
724,42.366222,-71.05308,14,1.0,,1950.0,372.3
726,42.36341,-71.0551,13,2.0,,4000.0,161.1
727,42.366055,-71.05621,10,1.0,500,1900.0,72.9
728,42.366222,-71.05308,14,1.0,,1950.0,372.3
729,42.36316,-71.05536,13,1.0,,2750.0,161.1
730,42.367527,-71.05492,3,1.0,,1800.0,4.2
731,42.366028,-71.05615,10,1.0,,1900.0,72.9
732,42.363537,-71.05407,14,1.0,500,1600.0,188.3
733,42.365814,-71.055305,10,1.0,650,1900.0,72.9
734,42.363537,-71.05407,14,1.0,,1500.0,188.3
735,42.366287,-71.05497,10,1.0,,2000.0,72.9
736,42.36557,-71.056335,10,1.0,610,2040.0,72.9
737,42.3654,-71.05516,10,1.0,650,1850.0,72.9
738,42.36545,-71.05513,10,1.0,650,2000.0,72.9
739,42.363457,-71.05527,13,1.0,700,2200.0,161.1
740,42.366493,-71.052925,14,1.5,,5200.0,372.3
741,42.365612,-71.05577,10,1.0,800,2400.0,72.9
742,42.367344,-71.05453,3,1.0,,1700.0,155.5
743,42.36598,-71.05777,3,1.0,800,2000.0,409.3
744,42.364025,-71.05746,13,1.0,550,2050.0,161.1
745,42.365135,-71.05195,2,1.0,,2600.0,326.1
746,42.365154,-71.05195,2,1.0,,1650.0,326.1
747,42.366714,-71.054695,3,1.0,,2300.0,155.5
748,42.364857,-71.05197,2,1.0,450,2600.0,326.1
749,42.366512,-71.053276,14,1.0,438,1800.0,372.3
750,42.364857,-71.05197,2,1.0,415,2600.0,326.1
751,42.365765,-71.05171,2,2.0,,2800.0,326.1
752,42.366364,-71.05551,10,2.0,700,4000.0,72.9
753,42.365612,-71.05577,10,1.0,,2000.0,72.9
754,42.366505,-71.05586,10,1.0,,1600.0,72.9
755,42.363365,-71.055145,13,2.0,,4000.0,161.1
756,42.36633,-71.05534,10,1.0,,4000.0,72.9
757,42.36738,-71.054634,3,1.0,285,1800.0,155.5
758,42.3641,-71.05589,13,1.0,,2600.0,161.1
759,42.3652,-71.057205,10,1.0,,3000.0,72.9
760,42.366512,-71.053276,14,1.0,438,1950.0,372.3
761,42.365135,-71.05195,2,1.0,,1650.0,326.1
762,42.366585,-71.056076,10,1.0,,1475.0,72.9
763,42.366158,-71.05574,10,1.0,500,1600.0,72.9
764,42.36334,-71.05561,13,1.0,400,1600.0,161.1
765,42.36586,-71.055855,10,1.0,750,2500.0,72.9
766,42.36341,-71.0551,13,2.0,1200,4000.0,161.1
767,42.365475,-71.05468,14,1.0,650,3600.0,372.3
768,42.365204,-71.05727,10,1.0,,3300.0,72.9
769,42.36697,-71.05368,3,1.0,,1900.0,155.5
770,42.36561,-71.057236,10,,,1050.0,72.9
771,42.365257,-71.051994,2,1.0,,2495.0,326.1
772,42.366608,-71.05563,10,1.0,,1600.0,72.9
774,42.365124,-71.057236,10,1.0,,3300.0,72.9
775,42.36561,-71.057236,10,1.0,,2450.0,72.9
776,42.36561,-71.057236,10,1.0,,2400.0,72.9
777,42.36709,-71.05464,3,1.0,,2000.0,155.5
778,42.36503,-71.057144,10,1.0,,1850.0,72.9
779,42.366695,-71.05393,3,1.0,650,2000.0,155.5
780,42.364574,-71.05577,10,1.0,,1750.0,72.9
781,42.365135,-71.05195,2,1.0,,1750.0,326.1
782,42.250977,-71.12531,1,1.0,,3600.0,82.2
783,42.36393,-71.05611,13,2.0,,2695.0,161.1
784,42.364044,-71.05228,14,1.0,,2160.0,188.3
785,42.365383,-71.056,10,1.0,500,2000.0,72.9
786,42.36316,-71.05536,13,2.0,,2750.0,161.1
787,42.36586,-71.055855,10,1.0,900,2500.0,72.9
788,42.367054,-71.0528,3,1.0,500,2400.0,155.5
789,42.365772,-71.05451,14,2.0,1034,3875.0,372.3
790,42.366287,-71.058044,3,1.0,558,2111.0,409.3
791,42.366947,-71.054794,3,,,900.0,155.5
792,42.366493,-71.052925,14,1.5,,5200.0,372.3
794,42.362717,-71.05148,3,1.0,1000,2975.0,211.3
795,42.364586,-71.052345,14,1.0,,2300.0,372.3
796,42.366776,-71.05785,2,1.0,693,2700.0,142.8
797,42.36462,-71.05572,10,1.0,1200,2950.0,72.9
798,42.36738,-71.054634,3,1.0,400,1650.0,155.5
799,42.36334,-71.05561,13,1.0,400,1600.0,161.1
800,42.364323,-71.05601,13,2.0,,2190.0,161.1
801,42.363155,-71.05537,13,1.0,,2250.0,161.1
802,42.367096,-71.05303,3,1.0,800,2050.0,155.5
803,42.36712,-71.05359,3,1.0,500,2075.0,155.5
804,42.362873,-71.05567,13,1.0,,1950.0,161.1
805,42.367146,-71.05299,3,1.0,,1875.0,155.5
806,42.367256,-71.05389,3,1.0,327,2500.0,155.5
807,42.365616,-71.05494,10,1.0,500,1950.0,72.9
808,42.367455,-71.05472,3,1.0,,3500.0,155.5
809,42.36462,-71.05572,10,1.0,,3100.0,72.9
810,42.36322,-71.05484,14,1.0,,3100.0,188.3
811,42.367146,-71.05299,3,1.0,,1875.0,155.5
812,42.365868,-71.05163,2,,,2800.0,326.1
813,42.36569,-71.05498,10,1.0,650,3000.0,72.9
814,42.367146,-71.05299,3,1.0,,1875.0,155.5
815,42.3657,-71.05212,2,2.0,1000,3350.0,326.1
816,42.366367,-71.053154,14,1.0,370,1800.0,372.3
817,42.365486,-71.05411,14,2.0,1050,3875.0,372.3
818,42.365257,-71.051994,2,1.0,,2600.0,326.1
819,42.36409,-71.05606,13,1.0,850,2600.0,161.1
820,42.36459,-71.05253,14,1.0,,2500.0,372.3
821,42.367096,-71.05303,3,1.0,,2050.0,155.5
822,42.367146,-71.05299,3,1.0,,1875.0,155.5
823,42.367527,-71.05492,3,1.0,,1500.0,4.2
824,42.363163,-71.05536,13,1.0,,1950.0,161.1
825,42.36459,-71.05253,14,1.0,,3825.0,372.3
826,42.3657,-71.05212,2,2.0,1000,3350.0,326.1
827,42.365124,-71.057236,10,1.0,,3300.0,72.9
828,42.367054,-71.0528,3,1.0,,2400.0,155.5
829,42.365772,-71.05451,14,1.0,,1600.0,372.3
830,42.366043,-71.05455,14,1.0,,1450.0,372.3
832,42.365772,-71.05451,14,1.0,,1600.0,372.3
834,42.367455,-71.05472,3,1.0,500,1500.0,155.5
835,42.363884,-71.05629,13,1.0,,1850.0,161.1
836,42.366493,-71.052925,14,1.5,,5200.0,372.3
837,42.365845,-71.05423,14,1.0,,1450.0,372.3
838,42.366074,-71.05539,10,1.0,800,1000.0,72.9
839,42.365414,-71.05484,14,1.0,,2000.0,372.3
840,42.365124,-71.057236,10,1.0,,3195.0,72.9
841,42.366592,-71.05335,14,1.5,950,1475.0,372.3
843,42.366768,-71.05404,3,1.0,625,1900.0,155.5
844,42.36564,-71.05564,10,1.0,,2000.0,72.9
845,42.366222,-71.05308,14,1.0,,1800.0,372.3
846,42.366776,-71.05785,2,1.0,693,2500.0,142.8
847,42.36407,-71.05579,13,1.0,,2600.0,161.1
848,42.365124,-71.057236,10,1.0,,3000.0,72.9
849,42.365124,-71.057236,10,1.0,,3300.0,72.9
850,42.36633,-71.05534,10,1.0,,2800.0,72.9
851,42.36405,-71.05595,13,1.0,,2400.0,161.1
852,42.365826,-71.05174,2,1.0,,2250.0,326.1
853,42.366127,-71.05295,14,1.0,,2600.0,372.3
854,42.367287,-71.052635,3,1.0,,2600.0,155.5
855,42.363155,-71.05537,13,1.0,,2200.0,161.1
856,42.366493,-71.052925,14,1.5,,5200.0,372.3
857,42.366467,-71.05633,10,3.0,,5300.0,72.9
858,42.36322,-71.05484,14,1.0,950,3100.0,188.3
859,42.366222,-71.055275,10,1.0,,2400.0,72.9
860,42.366222,-71.055275,10,1.0,,2400.0,72.9
861,42.367287,-71.052635,3,1.0,,2600.0,155.5
862,42.366276,-71.053154,14,1.0,,2700.0,372.3
863,42.364883,-71.0553,10,2.0,1196,3200.0,72.9
864,42.364178,-71.05605,13,1.0,,2200.0,161.1
865,42.366264,-71.05532,10,1.0,,3100.0,72.9
866,42.366493,-71.052925,14,1.5,,5200.0,372.3
868,42.365646,-71.0531,14,1.0,630,1900.0,372.3
869,42.367577,-71.05437,3,1.0,720,3400.0,155.5
870,42.364365,-71.05657,13,1.0,,2650.0,161.1
871,42.365692,-71.05591,10,1.0,,2000.0,72.9
872,42.366493,-71.052925,14,1.5,,5200.0,372.3
873,42.366493,-71.052925,14,1.5,,5200.0,372.3
874,42.36684,-71.05354,3,1.0,,3000.0,155.5
875,42.367256,-71.05389,3,1.0,,1700.0,155.5
876,42.367256,-71.05389,3,1.0,,1700.0,155.5
877,42.36684,-71.05354,3,1.0,,3000.0,155.5
878,42.36622,-71.056145,10,1.0,,2375.0,72.9
879,42.36415,-71.05748,13,1.0,550,2200.0,161.1
880,42.366596,-71.05308,14,1.0,,3150.0,372.3
881,42.36669,-71.05588,3,1.0,,1600.0,4.2
882,42.364334,-71.05645,13,1.0,,2650.0,161.1
883,42.36668,-71.05579,3,1.0,,1700.0,4.2
884,42.36435,-71.05639,13,1.0,,2650.0,161.1
885,42.36338,-71.055145,13,2.0,1200,3400.0,161.1
886,42.36503,-71.057144,10,1.0,,1850.0,72.9
887,42.364506,-71.0579,3,1.0,,2100.0,409.3
888,42.36388,-71.05628,13,1.0,500,2250.0,161.1
889,42.365036,-71.05536,10,1.0,,2200.0,72.9
890,42.363155,-71.05537,13,1.0,,2200.0,161.1
891,42.365723,-71.055405,10,1.0,,2100.0,72.9
892,42.36459,-71.05253,14,1.0,,3300.0,372.3
893,42.36514,-71.05488,10,1.0,,4650.0,72.9
894,42.36514,-71.05488,10,1.0,,4650.0,72.9
895,42.36647,-71.05643,10,1.0,,2700.0,72.9
896,42.36341,-71.0551,13,2.0,,3400.0,161.1
898,42.365486,-71.05411,14,2.0,1358,4100.0,372.3
899,42.367325,-71.05665,3,3.0,3000,4800.0,4.2
900,42.36633,-71.05534,10,2.0,,3200.0,72.9
901,42.365826,-71.05174,2,1.0,,2000.0,326.1
902,42.365707,-71.05601,10,1.0,,2800.0,72.9
903,42.36647,-71.05643,10,1.0,,2800.0,72.9
904,42.36647,-71.05643,10,1.0,,2350.0,72.9
905,42.36322,-71.05484,14,1.0,950,3100.0,188.3
907,42.363777,-71.055016,13,,,1350.0,161.1
908,42.365257,-71.051994,2,1.0,,2600.0,326.1
910,42.36338,-71.055145,13,2.0,,3300.0,161.1
911,42.36633,-71.05534,10,2.0,,3200.0,72.9
912,42.365887,-71.05266,14,1.0,,3695.0,372.3
913,42.363674,-71.053314,14,,,2200.0,188.3
914,42.365135,-71.05195,2,1.0,,3400.0,326.1
915,42.36633,-71.05534,10,1.0,,3200.0,72.9
916,42.365707,-71.05601,10,1.0,,2800.0,72.9
917,42.365707,-71.05601,10,1.0,,2350.0,72.9
918,42.365887,-71.05266,14,1.0,,2695.0,372.3
919,42.365887,-71.05266,14,1.0,,2795.0,372.3
920,42.36647,-71.05643,10,1.0,,2400.0,72.9
921,42.366222,-71.05308,14,1.0,,1850.0,372.3
922,42.36418,-71.05749,13,1.0,,3800.0,161.1
923,42.36709,-71.053375,3,1.0,850,3100.0,155.5
924,42.36503,-71.057144,10,1.0,,2600.0,72.9
925,42.365707,-71.05601,10,1.0,600,2500.0,72.9
926,42.36338,-71.055145,13,2.0,1200,3200.0,161.1
927,42.364178,-71.05605,13,1.0,,2300.0,161.1
928,42.36459,-71.05253,14,1.0,,3750.0,372.3
929,42.364433,-71.05536,10,1.0,500,1850.0,72.9
930,42.36316,-71.05536,13,1.0,,2700.0,161.1
931,42.366238,-71.05501,10,1.0,,3200.0,72.9
932,42.366776,-71.05785,2,2.0,1336,4000.0,142.8
933,42.36633,-71.05534,10,1.0,750,3200.0,72.9
934,42.366478,-71.05519,10,1.0,850,2800.0,72.9
935,42.367283,-71.05666,3,1.0,800,2700.0,4.2
936,42.363163,-71.05536,13,1.0,1500,3200.0,161.1
937,42.36557,-71.05759,3,1.0,,1750.0,409.3
938,42.36341,-71.0551,13,2.0,,3400.0,161.1
939,42.365124,-71.057236,10,1.0,,3600.0,72.9
940,42.36561,-71.057236,10,1.0,,2400.0,72.9
942,42.366096,-71.055595,10,1.0,,2600.0,72.9
943,42.365124,-71.057236,10,1.0,,3600.0,72.9
944,42.36316,-71.05536,13,1.0,,3900.0,161.1
945,42.36633,-71.05534,10,1.0,,2700.0,72.9
948,42.36697,-71.05368,3,1.0,,1800.0,155.5
949,42.36405,-71.05595,13,1.0,,2850.0,161.1
950,42.367676,-71.056526,3,1.0,,2600.0,4.2
951,42.365,-71.0551,10,1.0,550,1550.0,72.9
952,42.36361,-71.05493,13,1.0,,2500.0,161.1
953,42.36514,-71.05488,10,1.0,,4650.0,72.9
954,42.364586,-71.05341,14,1.0,600,2200.0,372.3
955,42.363155,-71.05537,13,2.0,,4500.0,161.1
956,42.36316,-71.05536,13,1.0,,2780.0,161.1
957,42.366493,-71.052925,14,1.5,930,5200.0,372.3
958,42.36405,-71.05595,13,2.0,,2900.0,161.1
959,42.365707,-71.05601,10,1.0,,2850.0,72.9
960,42.363155,-71.05537,13,1.0,,2150.0,161.1
961,42.363155,-71.05537,13,1.0,,2780.0,161.1
962,42.36503,-71.057144,10,1.0,,2750.0,72.9
963,42.36457,-71.057,10,1.0,,2500.0,72.9
964,42.36405,-71.05595,13,2.0,,2850.0,161.1
965,42.367435,-71.0568,3,1.0,,2700.0,4.2
966,42.36373,-71.05664,13,1.0,,1750.0,161.1
967,42.36373,-71.05664,13,1.0,,1750.0,161.1
968,42.366585,-71.05446,14,1.0,650,1900.0,372.3
969,42.367428,-71.05476,3,1.0,,1800.0,155.5
970,42.364834,-71.0557,10,1.0,750,3000.0,72.9
971,42.366776,-71.05785,2,1.0,693,2500.0,142.8
972,42.364365,-71.06899,14,1.0,541,2160.0,511.7
973,42.364365,-71.06899,14,1.0,742,2595.0,511.7
974,42.364365,-71.06899,14,2.0,1076,2940.0,511.7
975,42.366344,-71.06018,3,1.0,546,2600.0,409.3
976,42.366344,-71.06018,3,1.0,628,2750.0,409.3
977,42.366344,-71.06018,3,2.0,978,3680.0,409.3
978,42.363758,-71.059,2,1.0,411,2559.0,53.3
979,42.363758,-71.059,2,1.0,844,3918.0,53.3
980,42.363758,-71.059,2,2.0,976,3659.0,53.3
981,42.36428,-71.059555,2,1.0,546,2700.0,53.3
982,42.36428,-71.059555,2,2.0,858,3430.0,53.3
984,42.365936,-71.063866,1,1.0,460,2335.0,75.6
985,42.365936,-71.063866,1,1.0,592,2805.0,75.6
986,42.365936,-71.063866,1,2.0,1039,3475.0,75.6
987,42.36554,-71.06575,0,,0,,316.9
988,42.362946,-71.063995,2,1.0,610,2100.0,880.69
989,42.362946,-71.063995,2,1.0,765,2205.0,880.69
990,42.362946,-71.063995,2,2.0,1180,2960.0,880.69
991,42.35628,-71.06924,14,2.0,1238,6200.0,145.0
992,42.37357,-71.06567,6,2.0,,3095.0,108.1
994,42.35628,-71.06924,14,2.0,1571,6500.0,145.0
995,42.359955,-71.06492,6,1.0,700,2600.0,694.1
998,42.359978,-71.06713,5,1.0,525,2350.0,296.2
1001,42.365597,-71.0674,0,1.0,895,2295.0,316.9
1002,42.363476,-71.06637,1,1.0,941,2450.0,334.2
1003,42.36009,-71.06763,5,1.0,655,3300.0,296.2
1005,42.360687,-71.064964,6,1.0,500,2000.0,694.1
1007,42.36319,-71.06395,2,1.0,924,2455.0,880.69
1008,42.36063,-71.06536,6,1.0,,2850.0,694.1
1009,42.36063,-71.06536,6,1.0,,1650.0,694.1
1010,42.36063,-71.06536,6,1.0,,2750.0,694.1
1015,42.35628,-71.06924,14,1.0,610,2825.0,145.0
1017,42.366238,-71.06006,3,1.0,,3370.0,409.3
1018,42.364426,-71.0694,0,1.0,,2315.0,70.1
1019,42.364426,-71.0694,0,2.0,,3870.0,70.1
1020,42.365597,-71.0674,0,1.0,908,2700.0,316.9
1023,42.36022,-71.07023,17,1.0,600,4250.0,441.6
1025,42.36093,-71.0627,14,2.0,1333,4300.0,316.9
1026,42.36015,-71.06675,5,1.0,,2800.0,296.2
1027,42.364403,-71.05968,2,1.0,830,2700.0,53.3
1029,42.360733,-71.066765,5,1.0,665,2500.0,296.2
1030,42.366478,-71.05985,3,1.0,700,2219.0,409.3
1032,42.344543,-71.14376,7,1.0,685,2250.0,276.4
1033,42.36432,-71.060234,2,2.0,,3150.0,53.3
1036,42.36093,-71.0627,14,1.0,720,3100.0,316.9
1039,42.360928,-71.06711,5,2.0,950,3650.0,296.2
1042,42.360157,-71.07058,17,1.0,,2850.0,441.6
1043,42.360252,-71.06423,6,1.0,,2800.0,694.1
1046,42.360603,-71.066246,5,1.0,610,2800.0,296.2
1047,42.3602,-71.06852,17,1.0,,2000.0,441.6
1049,42.3605,-71.06947,17,1.0,700,3150.0,441.6
1052,42.360565,-71.0653,6,1.0,,2230.0,694.1
1055,42.366802,-71.05936,2,2.0,1152,2800.0,142.8
1056,42.360413,-71.06473,6,1.0,780,3200.0,694.1
1061,42.363476,-71.06637,1,1.0,550,3000.0,334.2
1062,42.363914,-71.06014,2,2.0,,3710.0,53.3
1063,42.36063,-71.06536,6,1.0,,2750.0,694.1
1064,42.363914,-71.06014,2,1.0,,2590.0,53.3
1066,42.36063,-71.06536,6,1.0,,2850.0,694.1
1068,42.363914,-71.06014,2,1.0,,2150.0,53.3
1069,42.365597,-71.0674,0,1.0,542,2100.0,316.9
1070,42.360687,-71.064964,6,1.0,,2850.0,694.1
1071,42.365597,-71.0674,0,1.0,542,2100.0,316.9
1072,42.363453,-71.06384,2,1.0,924,2600.0,880.69
1073,42.363453,-71.06384,2,1.0,650,2275.0,880.69
1077,42.36083,-71.061386,14,1.0,,2400.0,316.9
1079,42.359924,-71.06712,5,1.0,,2495.0,296.2
1081,42.36631,-71.06014,3,1.0,,2291.0,409.3
1082,42.360207,-71.07057,17,1.0,,2600.0,441.6
1083,42.36647,-71.0592,3,1.0,,2291.0,409.3
1084,42.364235,-71.06618,1,1.0,805,2850.0,334.2
1085,42.363476,-71.06637,1,1.0,826,2375.0,334.2
1086,42.363476,-71.06637,1,1.0,899,2300.0,334.2
1087,42.364235,-71.06618,1,2.0,1197,2900.0,334.2
1088,42.36319,-71.06395,2,1.0,,2625.0,880.69
1089,42.36319,-71.06395,2,2.5,,5050.0,880.69
1090,42.36319,-71.06395,2,2.0,,5050.0,880.69
1091,42.36319,-71.06395,2,1.0,,2025.0,880.69
1093,42.360424,-71.07022,17,1.0,,3000.0,441.6
1095,42.360928,-71.06711,5,2.0,950,3650.0,296.2
1098,42.360924,-71.069595,17,1.0,,2500.0,441.6
1099,42.36063,-71.06536,6,1.0,,2750.0,694.1
1101,42.36063,-71.06536,6,1.0,,2850.0,694.1
1104,42.36063,-71.06536,6,1.0,,2850.0,694.1
1106,42.36063,-71.06536,6,1.0,,2750.0,694.1
1108,42.36108,-71.06271,14,,,1200.0,316.9
1110,42.364304,-71.0641,2,2.0,963,3200.0,880.69
1111,42.365597,-71.0674,0,1.0,542,2100.0,316.9
1116,42.360966,-71.06804,5,1.0,718,2550.0,296.2
1117,42.360966,-71.06804,5,1.0,,2600.0,296.2
1118,42.273224,-71.07535,2,1.0,,1795.0,68.0
1120,42.3604,-71.07022,17,1.0,,2000.0,441.6
1121,42.356712,-71.06945,14,1.0,700,2300.0,145.0
1123,42.273304,-71.07538,2,1.0,,1795.0,68.0
1124,42.360718,-71.06385,6,1.0,,1975.0,694.1
1125,42.36319,-71.06395,2,1.0,,2800.0,880.69
1129,42.365597,-71.0674,0,1.0,935,2700.0,316.9
1131,42.35628,-71.06924,14,1.0,610,2825.0,145.0
1132,42.35628,-71.06924,14,1.0,610,2900.0,145.0
1134,42.360195,-71.06751,5,1.0,,3900.0,296.2
1135,42.36563,-71.06532,1,1.0,650,2399.0,75.6
1137,42.365314,-71.06121,39,1.0,433,2450.0,123.0
1138,42.360928,-71.06711,5,2.0,800,3650.0,296.2
1139,42.360966,-71.06652,5,1.0,,2600.0,296.2
1141,42.29977,-71.07209,7,1.0,542,3000.0,23.3
1143,42.360195,-71.06763,5,1.0,,2100.0,296.2
1144,42.363476,-71.06637,1,1.0,828,2950.0,334.2
1145,42.360123,-71.0652,6,1.0,1000,2800.0,694.1
1147,42.360195,-71.067055,5,1.0,395,2300.0,296.2
1149,42.36083,-71.061386,14,3.0,,5230.0,316.9
1151,42.36368,-71.05987,2,1.0,,6500.0,53.3
1154,42.360405,-71.06611,5,1.0,,1900.0,296.2
1157,42.362926,-71.063995,2,2.0,1220,3375.0,880.69
1158,42.365597,-71.0674,0,1.0,,2100.0,316.9
1163,42.363476,-71.06637,1,1.0,635,1975.0,334.2
1164,42.364235,-71.06618,1,2.0,1197,2950.0,334.2
