,Latitude,Longitude,crime,Bathrooms,SQFT,Price,energySiteEUI
3110,42.321037,-71.07898,8,1.0,,1600.0,200.3
3112,42.312897,-71.097374,11,1.0,1000,2300.0,245.7
3114,42.33439,-71.101234,5,1.0,561,2045.0,68.6
3115,42.33439,-71.101234,5,1.0,771,2125.0,68.6
3116,42.33439,-71.101234,5,1.0,961,2740.0,68.6
3117,42.333614,-71.1017,5,1.0,775,2455.0,68.6
3118,42.333614,-71.1017,5,1.0,1125,3215.0,68.6
3119,42.330635,-71.10147,5,2.0,,4000.0,82.3
3120,42.33571,-71.083534,21,2.0,,3300.0,155.1
3122,42.331863,-71.10921,3,1.0,,2195.0,96.1
3123,42.336758,-71.08546,17,2.0,,4250.0,154.3
3125,42.334404,-71.10231,5,2.0,,5000.0,68.6
3126,42.33647,-71.08637,17,1.0,,3695.0,154.3
3129,42.33182,-71.10905,3,3.0,,6400.0,96.1
3132,42.32838,-71.10007,5,2.0,,3700.0,51.4
3133,42.32838,-71.10007,5,2.0,,3700.0,51.4
3134,42.33396,-71.09883,1,1.0,959,2900.0,136.2
3135,42.33396,-71.09883,1,1.5,1256,3400.0,136.2
3136,42.327118,-71.09844,5,,2,,50.5
3140,42.336666,-71.08428,21,2.0,1400,5200.0,155.1
3142,42.33187,-71.09636,4,1.0,,2200.0,62.5
3143,42.331314,-71.097565,4,1.0,,4400.0,62.5
3145,42.33137,-71.09775,4,2.0,,4600.0,62.5
3147,42.335438,-71.084595,17,2.0,,4100.0,154.3
3151,42.330723,-71.103195,5,2.0,1250,4750.0,82.3
3152,42.336666,-71.08428,21,2.0,,5200.0,155.1
3154,42.331593,-71.10983,3,1.0,,3350.0,96.1
3157,42.3331,-71.10595,9,1.0,,2400.0,377.6
3161,42.33253,-71.10129,5,1.0,,2800.0,82.3
3162,42.32749,-71.09996,5,1.0,698,2600.0,50.5
3163,42.331593,-71.10983,3,1.0,,3350.0,96.1
3167,42.331753,-71.09783,4,1.0,,2400.0,62.5
3170,42.33176,-71.09805,4,2.0,,4300.0,62.5
3171,42.331593,-71.10983,3,1.0,1200,3300.0,96.1
3172,42.336033,-71.08334,21,2.5,,6000.0,155.1
3173,42.336033,-71.08334,21,2.5,,6000.0,155.1
3174,42.332664,-71.10094,5,1.0,1500,4650.0,82.3
3177,42.334274,-71.10191,5,3.0,,5000.0,68.6
3180,42.333977,-71.10291,5,2.0,1079,4500.0,68.6
3185,42.33232,-71.10985,3,2.0,2000,6300.0,96.1
3186,42.332596,-71.1017,5,1.0,,3900.0,82.3
3189,42.33091,-71.10256,5,2.0,,4550.0,82.3
3190,42.334396,-71.10313,5,2.0,,5500.0,68.6
3192,42.332596,-71.1017,5,1.0,,3950.0,82.3
3193,42.331116,-71.09766,4,2.0,,5500.0,62.5
3194,42.33189,-71.09648,4,1.5,,3000.0,62.5
3196,42.330902,-71.09776,4,2.0,,3800.0,62.5
3198,42.33189,-71.09648,4,2.0,,4800.0,62.5
3200,42.33189,-71.09648,4,2.5,,5000.0,62.5
3202,42.33688,-71.08389,21,2.0,,3650.0,155.1
3205,42.327805,-71.09969,5,2.0,,5400.0,50.5
3207,42.33597,-71.08383,21,2.0,,3600.0,155.1
3208,42.336304,-71.08355,21,1.0,,2650.0,155.1
3209,42.33626,-71.08347,21,1.0,,3650.0,155.1
3210,42.32963,-71.100655,5,3.0,,6300.0,51.4
3212,42.335896,-71.08369,21,2.0,,3750.0,155.1
3213,42.330635,-71.10147,5,2.0,,4000.0,82.3
3215,42.33595,-71.08379,21,1.0,,3000.0,155.1
3217,42.334316,-71.10237,5,2.0,,4700.0,68.6
3219,42.334274,-71.10191,5,3.0,,4900.0,68.6
3222,42.33071,-71.102295,5,1.0,,3900.0,82.3
3223,42.331177,-71.10231,5,1.0,,3750.0,82.3
3225,42.33189,-71.09648,4,2.0,,4800.0,62.5
3226,42.330723,-71.103195,5,2.0,,4550.0,82.3
3227,42.331646,-71.11006,3,2.0,,5200.0,96.1
3228,42.33071,-71.102295,5,1.0,,3900.0,82.3
3229,42.331707,-71.1094,3,1.0,,2295.0,96.1
3230,42.330902,-71.09776,4,2.0,,4000.0,62.5
3235,42.331116,-71.09766,4,2.0,1100,4600.0,62.5
3238,42.33104,-71.09771,4,2.0,,4600.0,62.5
3239,42.333977,-71.10291,5,2.0,,4500.0,68.6
3240,42.33371,-71.10275,5,1.0,,2950.0,68.6
3244,42.333214,-71.102425,5,1.0,,3300.0,68.6
3246,42.336666,-71.08428,21,2.0,1800,5200.0,155.1
3247,42.336666,-71.08428,21,2.0,1800,5200.0,155.1
3249,42.331646,-71.11006,3,2.0,,5100.0,96.1
3250,42.33091,-71.10256,5,2.0,,4500.0,82.3
3251,42.334404,-71.10231,5,2.0,,4250.0,68.6
3252,42.331593,-71.10983,3,1.0,,2200.0,96.1
3253,42.33189,-71.09648,4,1.0,,3000.0,62.5
3259,42.331593,-71.10983,3,1.0,,2295.0,96.1
3260,42.331593,-71.10983,3,1.0,,2200.0,96.1
3262,42.334404,-71.10231,5,2.0,,4900.0,68.6
3263,42.33091,-71.10256,5,1.0,,3300.0,82.3
3264,42.331863,-71.10921,3,1.0,,2195.0,96.1
3265,42.33168,-71.09784,4,1.0,,2300.0,62.5
3267,42.330723,-71.103195,5,2.0,,4600.0,82.3
3269,42.330723,-71.103195,5,2.0,,4400.0,82.3
3272,42.33263,-71.10938,3,1.0,,3300.0,96.1
3278,42.331947,-71.09732,4,1.0,,2300.0,62.5
3282,42.3308,-71.10266,5,1.0,,4300.0,82.3
3284,42.3317,-71.10983,3,2.0,,4000.0,96.1
3286,42.33104,-71.09771,4,1.0,,4150.0,62.5
3287,42.330715,-71.103264,5,2.0,,4750.0,82.3
3289,42.336033,-71.08334,21,2.5,,6000.0,155.1
3290,42.330715,-71.103264,5,2.0,,4850.0,82.3
3292,42.33686,-71.08625,17,,,2895.0,154.3
3293,42.333916,-71.10095,5,1.0,561,2045.0,68.6
3297,42.333755,-71.10289,5,1.0,,2495.0,68.6
3299,42.331863,-71.10921,3,1.0,,2195.0,96.1
3303,42.334362,-71.10186,5,1.0,,1750.0,68.6
3304,42.331535,-71.10307,5,1.0,1245,2850.0,82.3
3305,42.33572,-71.08357,21,2.0,1240,3300.0,155.1
3309,42.331863,-71.10921,3,1.0,,2195.0,96.1
3310,42.33626,-71.08347,21,1.0,,3500.0,155.1
3311,42.336098,-71.083336,21,2.5,,4800.0,155.1
3313,42.33647,-71.08637,17,2.0,,3590.0,154.3
3317,42.331116,-71.09766,4,1.0,,4400.0,62.5
3318,42.330944,-71.10208,5,1.0,,4000.0,82.3
3319,42.330902,-71.1032,5,1.0,,4000.0,82.3
3322,42.33439,-71.101234,5,1.0,,2305.0,68.6
3323,42.331646,-71.11006,3,2.0,,7700.0,96.1
3324,42.331398,-71.097534,4,1.0,,3600.0,62.5
3325,42.334576,-71.10253,5,1.0,,3800.0,68.6
3326,42.331646,-71.11006,3,2.0,,6600.0,96.1
3327,42.334316,-71.10237,5,2.0,,4600.0,68.6
3332,42.32978,-71.09975,5,2.0,,5250.0,51.4
3335,42.333885,-71.102646,5,2.0,,3600.0,68.6
3337,42.334316,-71.10237,5,2.0,,4800.0,68.6
3341,42.33263,-71.10938,3,1.0,,3300.0,96.1
3343,42.331863,-71.10921,3,1.0,,2195.0,96.1
3346,42.336666,-71.08428,21,2.0,,5200.0,155.1
3348,42.332066,-71.09666,4,1.0,,1500.0,62.5
3349,42.333214,-71.102425,5,1.0,,3300.0,68.6
3354,42.333214,-71.102425,5,1.0,,3300.0,68.6
3357,42.33652,-71.08642,17,1.0,,2790.0,154.3
3361,42.332977,-71.101906,5,1.0,1000,2900.0,68.6
3362,42.33625,-71.08628,17,1.0,,4250.0,154.3
3363,42.330666,-71.10178,5,4.5,,5200.0,82.3
3364,42.32787,-71.09819,5,1.0,,2200.0,50.5
3365,42.331863,-71.10921,3,1.0,,2195.0,96.1
3366,42.33153,-71.10931,3,1.0,,2150.0,96.1
3375,42.330025,-71.100555,5,1.0,,3500.0,51.4
3376,42.333977,-71.10291,5,2.0,,4500.0,68.6
3385,42.33069,-71.10282,5,1.0,,3800.0,82.3
3389,42.3317,-71.10983,3,1.0,,4000.0,96.1
3391,42.335495,-71.08319,21,,,1700.0,155.1
3393,42.335495,-71.08319,21,1.0,,1700.0,155.1
3394,42.336834,-71.086784,17,1.5,,6000.0,154.3
3395,42.33683,-71.086784,17,1.0,,3400.0,154.3
3402,42.330208,-71.100525,5,1.0,,4150.0,51.4
3404,42.336826,-71.086784,17,1.0,,5000.0,154.3
3405,42.3308,-71.10266,5,1.0,,3400.0,82.3
3406,42.336826,-71.086784,17,1.0,,4400.0,154.3
3407,42.336235,-71.08631,17,1.0,750,3900.0,154.3
3408,42.33652,-71.08642,17,1.0,,1890.0,154.3
3409,42.33647,-71.08637,17,1.0,,3695.0,154.3
3410,42.337116,-71.084076,21,1.0,1150,1900.0,155.1
3411,42.33153,-71.10931,3,1.0,,2150.0,96.1
3412,42.33153,-71.10931,3,1.0,,2150.0,96.1
3413,42.33597,-71.08383,21,,,1050.0,155.1
3417,42.335495,-71.08319,21,1.0,,1700.0,155.1
3420,42.33652,-71.08642,17,1.0,,1890.0,154.3
3421,42.330833,-71.09779,4,1.0,,4100.0,62.5
3427,42.328312,-71.099846,5,2.0,,4600.0,50.5
3428,42.336212,-71.08387,21,2.0,1599,4800.0,155.1
3429,42.336243,-71.08384,21,3.0,1225,4800.0,155.1
3430,42.32959,-71.10026,5,2.0,,5000.0,51.4
3431,42.335873,-71.08365,21,2.0,1500,3600.0,155.1
3432,42.33104,-71.09771,4,1.0,,3900.0,62.5
3434,42.334362,-71.10234,5,2.0,,5000.0,68.6
3435,42.33081,-71.10082,5,1.5,,3300.0,82.3
3436,42.33371,-71.10275,5,1.0,,2950.0,68.6
3437,42.330635,-71.10147,5,2.0,,4000.0,82.3
3438,42.333103,-71.1023,5,1.0,900,2700.0,68.6
3444,42.334404,-71.10231,5,2.0,,4250.0,68.6
3448,42.33016,-71.09923,5,2.5,,5400.0,51.4
3449,42.335873,-71.08365,21,2.0,,3600.0,155.1
3456,42.33153,-71.10931,3,1.0,700,2400.0,96.1
3458,42.328556,-71.10835,1,1.0,,3000.0,291.7
3459,42.333324,-71.10288,5,1.0,1100,3000.0,68.6
3460,42.333324,-71.10288,5,1.0,1100,3300.0,68.6
3463,42.32749,-71.09996,5,1.0,,3000.0,50.5
3465,42.331337,-71.09756,4,1.0,,3900.0,62.5
3468,42.329773,-71.09892,5,1.0,,3150.0,51.4
3470,42.333138,-71.1024,5,1.0,,2500.0,68.6
3471,42.33104,-71.09771,4,1.0,,3800.0,62.5
3476,42.336197,-71.08362,21,1.0,,4400.0,155.1
3477,42.331272,-71.10892,3,2.0,,5000.0,96.1
3483,42.330025,-71.100555,5,1.0,,3400.0,51.4
3484,42.33587,-71.083885,21,2.0,,3300.0,155.1
3485,42.33625,-71.08628,17,1.0,800,3900.0,154.3
3486,42.33626,-71.08347,21,1.0,,3600.0,155.1
3487,42.332943,-71.10566,9,2.0,,3875.0,377.6
3489,42.32905,-71.09915,5,1.0,,3400.0,51.4
3491,42.333916,-71.10095,5,1.5,,3300.0,68.6
3494,42.336807,-71.08415,21,1.0,,3000.0,155.1
3495,42.32905,-71.09915,5,1.0,,3400.0,51.4
3496,42.332977,-71.101906,5,1.0,,3000.0,68.6
3499,42.336964,-71.08646,17,1.0,,2800.0,154.3
3502,42.327805,-71.09969,5,1.0,,3000.0,50.5
3504,42.336807,-71.08415,21,1.0,,2850.0,155.1
3505,42.33626,-71.08347,21,1.0,950,3600.0,155.1
3506,42.3331,-71.10595,9,1.0,,1800.0,377.6
3507,42.3308,-71.10266,5,1.0,,4200.0,82.3
3509,42.335423,-71.08442,21,1.0,,3400.0,155.1
3511,42.32749,-71.09996,5,1.0,700,3000.0,50.5
3512,42.333103,-71.1023,5,1.0,,2800.0,68.6
3514,42.329987,-71.098854,5,1.0,,3300.0,51.4
3515,42.331947,-71.09732,4,2.0,,4400.0,62.5
3521,42.33626,-71.08347,21,1.0,950,3600.0,155.1
3522,42.33626,-71.08347,21,1.0,950,2600.0,155.1
3524,42.334396,-71.10313,5,2.0,,4650.0,68.6
3525,42.330723,-71.103195,5,2.0,,4550.0,82.3
3526,42.33071,-71.102295,5,1.0,,3800.0,82.3
3527,42.33239,-71.1099,3,1.0,,2700.0,96.1
3528,42.33556,-71.08332,21,1.0,,2800.0,155.1
3529,42.33371,-71.10275,5,1.0,,3400.0,68.6
3530,42.327938,-71.09966,5,1.0,1100,2900.0,50.5
3532,42.330605,-71.102684,5,2.0,,3500.0,82.3
3534,42.331398,-71.097534,4,1.0,,4200.0,62.5
3538,42.329777,-71.099174,5,2.0,,3600.0,51.4
3539,42.330902,-71.1032,5,1.0,,4400.0,82.3
3540,42.334396,-71.10313,5,2.0,,5500.0,68.6
3541,42.33071,-71.102295,5,1.0,,3900.0,82.3
3542,42.336994,-71.08638,17,1.0,,3400.0,154.3
3543,42.336964,-71.08646,17,1.0,,4400.0,154.3
3544,42.332943,-71.10181,5,1.0,,2900.0,68.6
3545,42.331947,-71.09732,4,2.0,1200,4200.0,62.5
3546,42.32739,-71.0993,5,1.0,,2700.0,50.5
3547,42.331646,-71.11006,3,2.0,,6475.0,96.1
3548,42.33071,-71.102295,5,1.0,,3800.0,82.3
3550,42.330723,-71.103195,5,2.0,,4750.0,82.3
3551,42.336098,-71.083336,21,2.5,,4600.0,155.1
3553,42.331646,-71.11006,3,2.0,,5550.0,96.1
3555,42.332355,-71.10143,5,2.0,,4100.0,82.3
3559,42.33203,-71.09719,4,1.5,1300,3400.0,62.5
3564,42.32959,-71.10026,5,2.0,,5000.0,51.4
3565,42.3314,-71.102104,5,1.0,,4500.0,82.3
3568,42.330902,-71.09776,4,2.0,,5000.0,62.5
3569,42.328274,-71.09966,5,2.5,,6200.0,50.5
3570,42.32709,-71.1005,5,1.0,,3300.0,50.5
3571,42.33547,-71.08462,17,3.5,,6500.0,154.3
3574,42.331753,-71.09783,4,1.0,,2200.0,62.5
3575,42.33193,-71.096634,4,1.0,,1950.0,62.5
3578,42.333214,-71.102425,5,1.0,,3300.0,68.6
3580,42.331177,-71.10231,5,1.0,,3600.0,82.3
3582,42.33254,-71.10184,5,1.0,,3600.0,82.3
3583,42.331127,-71.1031,5,1.0,,2200.0,82.3
3592,42.33254,-71.10184,5,1.0,,4200.0,82.3
3594,42.33254,-71.10184,5,1.0,,3600.0,82.3
3597,42.332893,-71.10601,9,1.0,,1600.0,377.6
3598,42.332123,-71.09662,4,2.0,,3600.0,62.5
3601,42.33683,-71.083855,21,2.0,,2700.0,155.1
3602,42.33415,-71.10328,5,2.0,,4400.0,68.6
3609,42.334316,-71.10237,5,1.0,,1845.0,68.6
3610,42.334316,-71.10237,5,1.0,,1835.0,68.6
3616,42.33137,-71.09775,4,1.0,,3500.0,62.5
3617,42.329773,-71.09892,5,1.0,,3150.0,51.4
3621,42.328335,-71.098854,5,2.0,,3400.0,50.5
3628,42.336517,-71.08408,21,1.0,,3700.0,155.1
3634,42.32968,-71.098976,5,2.0,,4200.0,51.4
3638,42.328716,-71.0988,5,2.0,,5200.0,51.4
3641,42.336517,-71.08408,21,1.0,,2700.0,155.1
3642,42.329987,-71.098854,5,1.0,,3500.0,51.4
3643,42.328716,-71.0988,5,2.0,,5000.0,51.4
3644,42.328396,-71.106445,1,1.0,,2900.0,291.7
3645,42.329773,-71.09892,5,1.0,,3150.0,51.4
3646,42.328716,-71.0988,5,1.0,,3200.0,51.4
3648,42.329987,-71.098854,5,1.0,,3300.0,51.4
3656,42.329987,-71.098854,5,1.0,,2500.0,51.4
3657,42.336517,-71.08408,21,1.0,,3700.0,155.1
3658,42.331593,-71.10983,3,1.0,,3300.0,96.1
3659,42.331947,-71.09732,4,1.0,,3150.0,62.5
3663,42.331318,-71.10218,5,1.0,,4000.0,82.3
3664,42.33137,-71.09775,4,1.0,,4600.0,62.5
3665,42.331577,-71.10318,5,2.0,,4200.0,82.3
3666,42.329987,-71.098854,5,1.0,,3100.0,51.4
3670,42.331593,-71.10983,3,1.0,,3300.0,96.1
3671,42.329987,-71.098854,5,1.0,,2700.0,51.4
3672,42.331947,-71.09732,4,1.0,,3000.0,62.5
3673,42.330902,-71.1032,5,1.0,,3600.0,82.3
3674,42.330833,-71.09779,4,1.5,1450,4100.0,62.5
3676,42.334316,-71.10237,5,1.0,,1825.0,68.6
3677,42.332706,-71.10938,3,2.0,1250,3800.0,96.1
3678,42.33239,-71.1099,3,1.0,,2700.0,96.1
3679,42.333755,-71.10289,5,1.0,,2595.0,68.6
3681,42.33091,-71.10256,5,1.0,,3200.0,82.3
3683,42.32864,-71.09881,5,1.0,,2400.0,51.4
3684,42.327698,-71.09913,5,2.0,,5200.0,50.5
3685,42.33652,-71.08642,17,1.0,,1890.0,154.3
3686,42.330944,-71.10208,5,1.0,,4000.0,82.3
3687,42.330944,-71.10208,5,1.0,,4000.0,82.3
3689,42.335705,-71.08353,21,2.0,1100,3300.0,155.1
3690,42.33595,-71.08379,21,1.0,1200,3000.0,155.1
3691,42.332977,-71.101906,5,1.0,1000,3000.0,68.6
3693,42.33474,-71.102104,5,1.0,,1750.0,68.6
3696,42.335705,-71.08353,21,2.0,,3300.0,155.1
3697,42.330772,-71.10339,5,1.5,,4100.0,82.3
3701,42.335392,-71.084366,21,3.0,2539,6200.0,155.1
3702,42.332706,-71.10938,3,2.0,,4200.0,96.1
3703,42.336033,-71.08334,21,2.5,,6000.0,155.1
3705,42.330902,-71.09776,4,2.0,,4600.0,62.5
3711,42.32959,-71.10026,5,2.0,1250,5100.0,51.4
3712,42.333153,-71.105934,9,1.0,,2400.0,377.6
3714,42.334316,-71.10188,5,1.0,,1750.0,68.6
3715,42.327168,-71.1008,5,1.0,1200,3400.0,50.5
3716,42.327183,-71.10079,5,1.0,,3400.0,50.5
3729,42.304596,-71.078384,5,1.0,750,1800.0,92.8
3734,42.304596,-71.078384,5,1.0,1000,2200.0,92.8
3740,42.317978,-71.09019,3,2.5,1400,2800.0,66.4
3742,42.31096,-71.08782,6,1.5,1923,2400.0,68.1
3749,42.305332,-71.07274,5,1.0,,2000.0,212.2
3751,42.303314,-71.080795,8,1.0,712,1750.0,79.0
3762,42.2898,-71.047165,2,2.5,1650,2700.0,97.0
3765,42.306812,-71.06247,6,1.0,1100,2300.0,191.7
3775,42.307133,-71.05986,15,1.0,,2400.0,273.5
3778,42.30742,-71.05905,15,1.0,,1800.0,273.5
3779,42.28553,-71.05397,2,1.0,1182,2500.0,114.7
3788,42.2993,-71.06931,5,1.0,1400,1900.0,72.8
3791,42.297295,-71.07523,12,3.0,,6000.0,256.6
3801,42.28632,-71.06488,6,4.0,,4800.0,63.3
3810,42.298637,-71.07386,12,1.0,1414,2075.0,256.6
3818,42.27208,-71.0678,2,1.0,,2015.0,171.1
3819,42.27237,-71.06776,2,1.0,,1995.0,171.1
3820,42.27208,-71.0678,2,1.0,750,2015.0,171.1
3824,42.28716,-71.07154,4,1.0,1300,2100.0,59.1
3850,42.310436,-71.06425,4,1.0,1100,2100.0,190.1
3858,42.310596,-71.061134,21,1.0,,1300.0,190.1
3860,42.310436,-71.06425,4,1.0,,2200.0,190.1
3872,42.31025,-71.06137,21,1.0,,2400.0,191.7
3875,42.310436,-71.06425,4,1.0,1100,2100.0,190.1
3877,42.31025,-71.06137,21,1.0,,2400.0,191.7
3878,42.324978,-71.06358,1,1.0,,1700.0,90.8
3879,42.31084,-71.06095,21,1.0,,1750.0,190.1
3892,42.325188,-71.06373,1,3.5,1300,4000.0,90.8
3897,42.310673,-71.060394,21,1.0,,1750.0,190.1
3899,42.31908,-71.075134,8,,,600.0,51.8
3912,42.310596,-71.061134,21,1.0,,1300.0,190.1
3943,42.324978,-71.06358,1,1.0,,1800.0,90.8
3944,42.31025,-71.06137,21,1.0,800,2100.0,191.7
3950,42.32159,-71.05819,1,2.0,1200,4500.0,47.2
3968,42.323196,-71.05845,1,2.0,2232,3000.0,47.2
3969,42.323414,-71.05883,1,2.0,1202,3000.0,47.2
3971,42.323265,-71.058655,1,2.0,2000,3000.0,47.2
3973,42.323414,-71.05883,1,2.0,1200,3000.0,47.2
3974,42.271744,-71.07179,1,,1,,17.2
3980,42.26868,-71.09201,6,2.0,1200,1800.0,58.5
3988,42.26868,-71.09201,6,1.0,,1500.0,58.5
3992,42.33658,-71.03856,4,1.0,635,2100.0,186.5
3993,42.34309,-71.0559,1,2.0,1100,3600.0,56.1
3997,42.342697,-71.05659,1,1.0,1052,3450.0,56.1
3998,42.33202,-71.05666,1,2.0,1100,3200.0,54.6
4001,42.337868,-71.042755,5,2.0,1488,5580.0,68.0
4008,42.3326,-71.03075,3,1.0,700,1650.0,63.1
4010,42.33587,-71.03596,4,1.0,,2500.0,186.5
4016,42.333237,-71.03663,3,1.0,600,1550.0,168.1
4017,42.34087,-71.05274,4,1.0,,1975.0,186.8
4018,42.33174,-71.05528,1,2.5,,4400.0,54.6
4020,42.333317,-71.049225,6,1.0,,2150.0,133.8
4021,42.331326,-71.05633,1,2.0,1200,2600.0,54.6
4026,42.337868,-71.042755,5,2.0,1400,5580.0,68.0
4036,42.33174,-71.05528,1,2.5,1850,4400.0,54.6
4048,42.336765,-71.0372,4,2.0,1950,4500.0,186.5
4061,42.337868,-71.042755,5,1.0,1029,3859.0,68.0
4062,42.337868,-71.042755,5,2.0,1488,5580.0,68.0
4063,42.337868,-71.042755,5,2.0,1058,3968.0,68.0
4064,42.337765,-71.050896,10,1.0,,2500.0,120.8
4065,42.337276,-71.04875,14,2.0,1000,3000.0,124.7
4068,42.342697,-71.05659,1,2.0,1566,5995.0,56.1
4069,42.337276,-71.04875,14,2.0,1000,3200.0,124.7
4070,42.340996,-71.05293,4,1.0,,1975.0,186.8
4071,42.331856,-71.05501,1,2.0,1850,5100.0,54.6
4075,42.33717,-71.04859,14,1.0,,1900.0,124.7
4076,42.33221,-71.031876,3,2.5,1890,4500.0,63.1
4077,42.337765,-71.03835,1,2.0,1563,3700.0,560.0
4078,42.331432,-71.0564,1,1.0,700,1900.0,54.6
4080,42.337868,-71.042755,5,2.0,,5580.0,68.0
4083,42.33729,-71.04897,14,1.0,,3750.0,124.7
4091,42.33729,-71.04897,14,1.0,,3650.0,124.7
4092,42.332012,-71.032616,3,2.0,,3800.0,63.1
4093,42.33776,-71.051834,10,2.0,1160,3300.0,120.8
4095,42.33717,-71.04859,14,1.0,,1700.0,124.7
4098,42.338142,-71.04276,5,1.0,600,2250.0,68.0
4099,42.34092,-71.05282,4,1.0,,1975.0,186.8
4100,42.338142,-71.04276,5,2.0,1300,3600.0,68.0
4101,42.338142,-71.04276,5,1.0,1000,2750.0,68.0
4102,42.335148,-71.03898,2,2.0,,3300.0,77.0
4104,42.337868,-71.042755,5,2.0,,5580.0,68.0
4110,42.331738,-71.05533,1,1.0,560,2300.0,54.6
4115,42.33174,-71.05528,1,2.0,,4400.0,54.6
4117,42.337902,-71.03764,1,1.0,400,1450.0,560.0
4119,42.342697,-71.05659,1,2.0,1180,3700.0,56.1
4123,42.335793,-71.04118,2,1.0,750,2600.0,77.0
4124,42.330616,-71.05566,1,1.0,700,2300.0,54.6
4129,42.34092,-71.05282,4,1.0,,1975.0,186.8
4132,42.33729,-71.04897,14,1.0,,3750.0,124.7
4134,42.337868,-71.042755,5,2.0,,3968.0,68.0
4135,42.33729,-71.04897,14,1.0,,3750.0,124.7
4136,42.337868,-71.042755,5,1.0,,2235.0,68.0
4138,42.337868,-71.042755,5,1.0,,3859.0,68.0
4139,42.337868,-71.042755,5,1.0,,2745.0,68.0
4140,42.337868,-71.042755,5,1.0,,2745.0,68.0
4143,42.337868,-71.042755,5,2.0,,5580.0,68.0
4144,42.337868,-71.042755,5,1.0,596,2235.0,68.0
4145,42.337868,-71.042755,5,2.0,,3968.0,68.0
4151,42.33594,-71.03727,4,1.0,1000,2200.0,186.5
4154,42.335934,-71.039764,2,2.0,1066,2900.0,77.0
4158,42.333237,-71.03663,3,1.0,650,1550.0,168.1
4159,42.337837,-71.05176,10,1.0,,2208.0,120.8
4168,42.332012,-71.032616,3,1.0,,2800.0,63.1
4170,42.3326,-71.03075,3,1.0,,1650.0,63.1
4172,42.33587,-71.03596,4,1.0,,2700.0,186.5
4173,42.33729,-71.04897,14,1.0,,3750.0,124.7
4174,42.33717,-71.04859,14,1.0,,1700.0,124.7
4176,42.34092,-71.05282,4,1.0,,1975.0,186.8
4178,42.33729,-71.04897,14,1.0,,3750.0,124.7
4185,42.33253,-71.0317,3,1.0,1500,3000.0,63.1
4188,42.33174,-71.05528,1,2.5,1850,4400.0,54.6
4201,42.337868,-71.042755,5,1.0,596,2235.0,68.0
4202,42.33729,-71.04897,14,1.0,,3750.0,124.7
4203,42.33729,-71.04897,14,1.0,,3750.0,124.7
4205,42.330616,-71.05566,1,1.0,655,2200.0,54.6
4209,42.334675,-71.04583,2,2.5,1307,3200.0,98.7
4210,42.34092,-71.05282,4,1.0,,1975.0,186.8
4216,42.337982,-71.03359,2,2.5,1907,4500.0,1.9
4224,42.337276,-71.04875,14,2.0,1000,3000.0,124.7
4225,42.337276,-71.04875,14,2.0,1000,3000.0,124.7
4226,42.336327,-71.03726,4,2.0,,3600.0,186.5
4227,42.337276,-71.04875,14,2.0,1000,3000.0,124.7
4232,42.335148,-71.03898,2,2.0,1000,3300.0,77.0
4238,42.335957,-71.0397,2,1.5,1050,3200.0,77.0
4241,42.335148,-71.03898,2,2.0,,4400.0,77.0
4247,42.336075,-71.03726,4,1.0,600,1690.0,186.5
4249,42.33637,-71.03726,4,2.0,1005,3600.0,186.5
4260,42.337215,-71.0481,14,1.0,,2200.0,124.7
4262,42.33528,-71.04123,2,1.0,,2000.0,77.0
4266,42.34241,-71.05579,1,1.0,,2500.0,56.1
4271,42.337254,-71.049255,14,1.5,,3800.0,124.7
4272,42.33637,-71.03726,4,2.0,1010,3600.0,186.5
4276,42.334553,-71.04817,6,1.0,,1600.0,133.8
4281,42.335148,-71.03898,2,2.0,3324,3300.0,77.0
4283,42.336975,-71.05678,5,1.0,,3500.0,72.4
4284,42.337112,-71.03901,2,2.0,1000,2800.0,77.0
4285,42.337856,-71.05158,10,2.0,1100,2400.0,120.8
4289,42.3326,-71.03075,3,1.0,,1650.0,63.1
4291,42.333317,-71.049225,6,1.0,650,2150.0,133.8
4300,42.332737,-71.031715,3,2.0,930,2800.0,63.1
4301,42.332523,-71.032005,3,2.5,1200,3200.0,63.1
4321,42.337982,-71.03359,2,2.0,1215,4000.0,1.9
4322,42.365475,-71.05468,14,1.0,,3600.0,372.3
4323,42.33681,-71.0413,2,2.0,,4000.0,77.0
4329,42.342102,-71.05731,1,2.5,,6500.0,56.1
4332,42.333267,-71.038376,3,2.0,,3200.0,168.1
4334,42.337765,-71.03835,1,2.0,1563,3700.0,560.0
4343,42.336575,-71.03893,2,1.0,586,2100.0,77.0
4347,42.33928,-71.04972,10,2.0,1800,3800.0,120.8
4355,42.336075,-71.03726,4,1.0,600,1690.0,186.5
4361,42.33171,-71.03077,3,1.0,1200,3300.0,63.1
4362,42.33729,-71.04897,14,1.0,1200,3750.0,124.7
4364,42.337696,-71.051735,10,2.0,,2950.0,120.8
4366,42.337574,-71.04983,10,1.5,1300,2600.0,120.8
4367,42.336502,-71.048416,14,2.0,1200,2600.0,124.7
4373,42.33171,-71.03077,3,1.0,,3400.0,63.1
4379,42.33525,-71.04936,14,2.0,,2950.0,124.7
4380,42.33815,-71.05027,10,2.0,,3300.0,120.8
4388,42.336502,-71.048416,14,2.0,1200,2600.0,124.7
4394,42.342697,-71.05659,1,2.0,1174,3400.0,56.1
